[20] train loss: 0.5492189675569534, lr: 9.994393622037023e-05
[15220] train loss: 2.9818126894533634, metric: 21.92496395111084, lr: 0.0008891518809832633
[15240] train loss: 3.2485847026109695, metric: 19.255178928375244, lr: 0.0008685645880177617
[15260] train loss: 0.9808607213199139, metric: 19.09114933013916, lr: 0.0008465081336908042
[15280] train loss: 1.1870538108050823, metric: 16.74162244796753, lr: 0.0008230703533627093
[15300] train loss: 1.8072390481829643, metric: 13.380855560302734, lr: 0.0007983447285369039
[15320] train loss: 5.3925709798932076, metric: 16.57476043701172, lr: 0.0007724298629909754
[15340] train loss: 3.617694891989231, metric: 16.66918969154358, lr: 0.0007454289589077234
[15360] train loss: 0.4590511657297611, metric: 11.572921752929688, lr: 0.0007174497004598379
[15380] train loss: 0.6570169851183891, metric: 16.17932677268982, lr: 0.00068860367173329
[15400] train loss: 0.12073677405714989, metric: 11.915079593658447, lr: 0.0006590057746507227
[15420] train loss: -0.15252447500824928, metric: 10.012764692306519, lr: 0.0006287740543484688
[15440] train loss: -0.045377787202596664, metric: 9.358386993408203, lr: 0.000598029000684619
[15460] train loss: -0.017648998647928238, metric: 12.492058753967285, lr: 0.0005668931407853961
[15480] train loss: -0.11624894291162491, metric: 11.021777868270874, lr: 0.0005354906315915287
[15500] train loss: -0.06920068711042404, metric: 10.49303126335144, lr: 0.0005039466777816415
[15520] train loss: 0.11906877532601357, metric: 11.259487628936768, lr: 0.0004723869787994772
[15540] train loss: -0.07795486599206924, metric: 12.371553182601929, lr: 0.0004409373505041003
[15560] train loss: -0.20733317360281944, metric: 9.88215684890747, lr: 0.0004097231721971184
[15580] train loss: -0.15642089024186134, metric: 7.792437434196472, lr: 0.000378868862753734
[15600] train loss: -0.2290927618741989, metric: 7.8295780420303345, lr: 0.00034849741496145725
[15620] train loss: -0.2603973336517811, metric: 7.931177377700806, lr: 0.0003187299007549882
[15640] train loss: -0.22954228520393372, metric: 7.709815502166748, lr: 0.0002896849764510989
[15660] train loss: -0.1976369172334671, metric: 8.397435784339905, lr: 0.0002614784170873463
[15680] train loss: -0.06927222013473511, metric: 7.689024925231934, lr: 0.00023422270896844566
[15700] train loss: 0.02189137041568756, metric: 7.7483954429626465, lr: 0.00020802643848583102
[15720] train loss: 0.012390971183776855, metric: 11.800901770591736, lr: 0.00018299407383892685
[15740] train loss: -0.17213640362024307, metric: 8.628687739372253, lr: 0.00015922538295853883
[15760] train loss: -0.07621699199080467, metric: 11.74661374092102, lr: 0.00013681512791663408
[15780] train loss: -0.16563985869288445, metric: 13.266912460327148, lr: 0.00011585262109292671
[15800] train loss: -0.11516032740473747, metric: 12.987553238868713, lr: 9.999999747378752e-05
[15820] train loss: -0.06259609013795853, metric: 11.06198251247406, lr: 9.999999747378752e-05
[15840] train loss: 0.014031067490577698, metric: 11.26826536655426, lr: 9.999999747378752e-05
[15860] train loss: -0.02358626201748848, metric: 11.875224828720093, lr: 9.999999747378752e-05
[15880] train loss: 2.0857506319880486, metric: 16.10487651824951, lr: 9.999999747378752e-05
[15900] train loss: 3.217832911759615, metric: 11.759406924247742, lr: 9.999999747378752e-05
[15920] train loss: 1.1109699830412865, metric: 15.385117530822754, lr: 9.999999747378752e-05
[15940] train loss: 0.24066748097538948, metric: 16.901150226593018, lr: 9.999999747378752e-05
[15960] train loss: -0.011945515871047974, metric: 15.397247314453125, lr: 9.999999747378752e-05
[15980] train loss: -0.03732366859912872, metric: 12.541083335876465, lr: 9.999999747378752e-05
[16000] train loss: -0.1263643577694893, metric: 12.544768810272217, lr: 9.999999747378752e-05
[16020] train loss: 0.3906663805246353, metric: 10.026054382324219, lr: 0.0009994393913075328
[16040] train loss: -0.1988346166908741, metric: 9.576824188232422, lr: 0.0009969500824809074
[16060] train loss: -0.22012406587600708, metric: 9.792543888092041, lr: 0.000992479850538075
[16080] train loss: -0.19630222022533417, metric: 10.280445575714111, lr: 0.000986046390607953
[16100] train loss: -0.10292735695838928, metric: 10.171229004859924, lr: 0.0009776754304766655
[16120] train loss: -0.15707535296678543, metric: 9.62047255039215, lr: 0.0009674003813415766
[16140] train loss: -0.24772394075989723, metric: 11.604729413986206, lr: 0.0009552621049806476
[16160] train loss: -0.18460889905691147, metric: 7.349875211715698, lr: 0.0009413089719600976
[16180] train loss: -0.2237313650548458, metric: 7.897034287452698, lr: 0.0009255966870114207
[16200] train loss: -0.2385583072900772, metric: 8.453580617904663, lr: 0.00090818788157776
[16220] train loss: -0.22259221225976944, metric: 8.970556735992432, lr: 0.0008891518809832633
[16240] train loss: -0.2841404154896736, metric: 8.222159385681152, lr: 0.0008685645880177617
[16260] train loss: -0.24344955012202263, metric: 7.713913202285767, lr: 0.0008465081336908042
[16280] train loss: -0.2812809348106384, metric: 8.436384439468384, lr: 0.0008230703533627093
[16300] train loss: -0.18288464471697807, metric: 7.52287495136261, lr: 0.0007983447285369039
[16320] train loss: -0.16042649000883102, metric: 8.242162823677063, lr: 0.0007724298629909754
[16340] train loss: -0.17762495204806328, metric: 9.86638879776001, lr: 0.0007454289589077234
[16360] train loss: -0.3022937588393688, metric: 8.302511215209961, lr: 0.0007174497004598379
[16380] train loss: -0.17290376871824265, metric: 10.456419229507446, lr: 0.00068860367173329
[16400] train loss: 1.7038651555776596, metric: 18.37776756286621, lr: 0.0006590057746507227
[16420] train loss: 3.8175882659852505, metric: 15.749539852142334, lr: 0.0006287740543484688
[16440] train loss: 1.337562471628189, metric: 18.213319301605225, lr: 0.000598029000684619
[16460] train loss: 0.18801694735884666, metric: 11.729942679405212, lr: 0.0005668931407853961
[16480] train loss: 0.07985781133174896, metric: 12.121465921401978, lr: 0.0005354906315915287
[16500] train loss: 0.2131425328552723, metric: 13.229953050613403, lr: 0.0005039466777816415
[16520] train loss: 0.008385080844163895, metric: 11.082907438278198, lr: 0.0004723869787994772
[16540] train loss: -0.14329128339886665, metric: 9.294942140579224, lr: 0.0004409373505041003
[16560] train loss: -0.17847011983394623, metric: 8.879806876182556, lr: 0.0004097231721971184
[16580] train loss: -0.17207637801766396, metric: 8.12239158153534, lr: 0.000378868862753734
[16600] train loss: -0.08543610572814941, metric: 10.094908714294434, lr: 0.00034849741496145725
[16620] train loss: 0.2140745036303997, metric: 9.58765995502472, lr: 0.0003187299007549882
[16640] train loss: 1.4276981689035892, metric: 14.647838115692139, lr: 0.0002896849764510989
[16660] train loss: 0.7555610574781895, metric: 19.822727918624878, lr: 0.0002614784170873463
[16680] train loss: 0.2652420736849308, metric: 21.971953868865967, lr: 0.00023422270896844566
[16700] train loss: 0.8135505728423595, metric: 20.274171352386475, lr: 0.00020802643848583102
[16720] train loss: 0.37415146082639694, metric: 19.971237421035767, lr: 0.00018299407383892685
[16740] train loss: 0.21821201965212822, metric: 16.516255378723145, lr: 0.00015922538295853883
[16760] train loss: 0.38934917002916336, metric: 11.801450967788696, lr: 0.00013681512791663408
[16780] train loss: 0.21244631707668304, metric: 12.630046844482422, lr: 0.00011585262109292671
[16800] train loss: 0.19179468229413033, metric: 12.089161157608032, lr: 9.999999747378752e-05
[16820] train loss: 0.13487279415130615, metric: 10.238867044448853, lr: 9.999999747378752e-05
[16840] train loss: -0.016738932579755783, metric: 8.658455848693848, lr: 9.999999747378752e-05
[16860] train loss: 0.5063874088227749, metric: 13.178407669067383, lr: 9.999999747378752e-05
[16880] train loss: 0.8515030704438686, metric: 11.92412281036377, lr: 9.999999747378752e-05
[16900] train loss: 15.05829931795597, metric: 30.38307523727417, lr: 9.999999747378752e-05
[16920] train loss: 4.082651749253273, metric: 20.425154209136963, lr: 9.999999747378752e-05
[16940] train loss: 1.9474286884069443, metric: 12.782701253890991, lr: 9.999999747378752e-05
[16960] train loss: 1.254644252359867, metric: 14.604295253753662, lr: 9.999999747378752e-05
[16980] train loss: 1.298997562378645, metric: 18.173632860183716, lr: 9.999999747378752e-05
[17000] train loss: 0.9251544065773487, metric: 15.78102993965149, lr: 9.999999747378752e-05
[17020] train loss: 0.13954288884997368, metric: 13.572401523590088, lr: 0.0009994393913075328
[17040] train loss: -0.15982002392411232, metric: 10.431221008300781, lr: 0.0009969500824809074
[17060] train loss: 0.028896119445562363, metric: 10.595532655715942, lr: 0.000992479850538075
[17080] train loss: -0.14614425972104073, metric: 11.710498571395874, lr: 0.000986046390607953
[17100] train loss: -0.20468254387378693, metric: 8.352234721183777, lr: 0.0009776754304766655
[17120] train loss: 0.007054463028907776, metric: 10.355753421783447, lr: 0.0009674003813415766
[17140] train loss: -0.04220416769385338, metric: 13.462916851043701, lr: 0.0009552621049806476
[17160] train loss: 0.2066475786268711, metric: 15.277552604675293, lr: 0.0009413089719600976
[17180] train loss: 0.15752296149730682, metric: 10.481003999710083, lr: 0.0009255966870114207
[17200] train loss: 0.06810171902179718, metric: 11.159322261810303, lr: 0.00090818788157776
[17220] train loss: 0.030448686331510544, metric: 11.51220178604126, lr: 0.0008891518809832633
[17240] train loss: -0.015037674456834793, metric: 10.787495255470276, lr: 0.0008685645880177617
[17260] train loss: -0.22987817227840424, metric: 10.589625000953674, lr: 0.0008465081336908042
[17280] train loss: 0.0955212451517582, metric: 7.628612518310547, lr: 0.0008230703533627093
[17300] train loss: 0.004442203789949417, metric: 12.535903930664062, lr: 0.0007983447285369039
[17320] train loss: -0.16391195729374886, metric: 11.126846075057983, lr: 0.0007724298629909754
[17340] train loss: 0.11576858907938004, metric: 11.25913953781128, lr: 0.0007454289589077234
[17360] train loss: -0.10515527427196503, metric: 10.290141940116882, lr: 0.0007174497004598379
[17380] train loss: 0.512913428246975, metric: 10.264816284179688, lr: 0.00068860367173329
[17400] train loss: 1.8422524966299534, metric: 12.53138780593872, lr: 0.0006590057746507227
[17420] train loss: 0.200506541877985, metric: 13.094744205474854, lr: 0.0006287740543484688
[17440] train loss: -0.20392346382141113, metric: 9.805100321769714, lr: 0.000598029000684619
[17460] train loss: -0.24887856096029282, metric: 10.299361944198608, lr: 0.0005668931407853961
[17480] train loss: 0.004320614039897919, metric: 10.828675031661987, lr: 0.0005354906315915287
[17500] train loss: 1.3040105663239956, metric: 11.31849217414856, lr: 0.0005039466777816415
[17520] train loss: 0.6379963830113411, metric: 11.033539056777954, lr: 0.0004723869787994772
[17540] train loss: 0.623077217489481, metric: 13.671722769737244, lr: 0.0004409373505041003
[17560] train loss: -0.017649661749601364, metric: 10.02521562576294, lr: 0.0004097231721971184
[17580] train loss: 0.4025570712983608, metric: 13.12392807006836, lr: 0.000378868862753734
[17600] train loss: -0.21525025367736816, metric: 8.891130447387695, lr: 0.00034849741496145725
[17620] train loss: -0.29549406468868256, metric: 9.543214082717896, lr: 0.0003187299007549882
[17640] train loss: -0.20772578194737434, metric: 9.826180934906006, lr: 0.0002896849764510989
[17660] train loss: -0.24401050806045532, metric: 10.674859523773193, lr: 0.0002614784170873463
[17680] train loss: -0.2361486665904522, metric: 8.829285860061646, lr: 0.00023422270896844566
[17700] train loss: -0.13636013492941856, metric: 9.072744727134705, lr: 0.00020802643848583102
[17720] train loss: -0.13231303915381432, metric: 9.629166960716248, lr: 0.00018299407383892685
[17740] train loss: -0.2254965528845787, metric: 9.984370231628418, lr: 0.00015922538295853883
[17760] train loss: -0.21495773270726204, metric: 8.237526893615723, lr: 0.00013681512791663408
[17780] train loss: 0.07449932396411896, metric: 11.853365898132324, lr: 0.00011585262109292671
[17800] train loss: 1.0250117480754852, metric: 13.62927782535553, lr: 9.999999747378752e-05
[17820] train loss: 0.3022296875715256, metric: 9.710784792900085, lr: 9.999999747378752e-05
[17840] train loss: 1.6248275935649872, metric: 12.155068159103394, lr: 9.999999747378752e-05
[17860] train loss: 1.2485273256897926, metric: 15.424018144607544, lr: 9.999999747378752e-05
[17880] train loss: 0.40556539595127106, metric: 13.661837100982666, lr: 9.999999747378752e-05
[17900] train loss: 0.012168165296316147, metric: 10.569095134735107, lr: 9.999999747378752e-05
[17920] train loss: 0.04487794265151024, metric: 10.390079975128174, lr: 9.999999747378752e-05
[17940] train loss: 0.8672454729676247, metric: 17.09496307373047, lr: 9.999999747378752e-05
[17960] train loss: 0.05874606594443321, metric: 14.59225594997406, lr: 9.999999747378752e-05
[17980] train loss: 0.03129158169031143, metric: 13.563210010528564, lr: 9.999999747378752e-05
[18000] train loss: 0.18754366785287857, metric: 14.575943231582642, lr: 9.999999747378752e-05
[18020] train loss: -0.20905231311917305, metric: 9.655529499053955, lr: 0.0009994393913075328
[18040] train loss: -0.27718405798077583, metric: 10.328254222869873, lr: 0.0009969500824809074
[18060] train loss: -0.2904878370463848, metric: 8.793236136436462, lr: 0.000992479850538075
[18080] train loss: -0.3053218312561512, metric: 6.415573835372925, lr: 0.000986046390607953
[18100] train loss: -0.32033754140138626, metric: 6.118406891822815, lr: 0.0009776754304766655
[18120] train loss: -0.30972474068403244, metric: 5.922773957252502, lr: 0.0009674003813415766
[18140] train loss: -0.3243527337908745, metric: 5.503499627113342, lr: 0.0009552621049806476
[18160] train loss: -0.19092722237110138, metric: 6.614212274551392, lr: 0.0009413089719600976
[18180] train loss: 0.14089661836624146, metric: 9.144238471984863, lr: 0.0009255966870114207
[18200] train loss: -0.100667305290699, metric: 8.160335898399353, lr: 0.00090818788157776
[18220] train loss: 0.19508704915642738, metric: 7.920008659362793, lr: 0.0008891518809832633
[18240] train loss: 0.25233084335923195, metric: 7.372980356216431, lr: 0.0008685645880177617
[18260] train loss: 0.7774849683046341, metric: 9.463848352432251, lr: 0.0008465081336908042
[18280] train loss: 0.30438902974128723, metric: 7.498870015144348, lr: 0.0008230703533627093
[18300] train loss: 0.5872074253857136, metric: 10.55208146572113, lr: 0.0007983447285369039
[18320] train loss: 0.19497528672218323, metric: 12.695785999298096, lr: 0.0007724298629909754
[18340] train loss: 0.1479819156229496, metric: 13.105279207229614, lr: 0.0007454289589077234
[18360] train loss: 0.08755757659673691, metric: 11.606994152069092, lr: 0.0007174497004598379
[18380] train loss: -0.0031760521233081818, metric: 8.121559381484985, lr: 0.00068860367173329
[18400] train loss: -0.16208038851618767, metric: 7.871726870536804, lr: 0.0006590057746507227
[18420] train loss: 0.08401649072766304, metric: 9.840931177139282, lr: 0.0006287740543484688
[18440] train loss: 0.9236130081117153, metric: 19.275736570358276, lr: 0.000598029000684619
[18460] train loss: 0.06070294603705406, metric: 12.181028366088867, lr: 0.0005668931407853961
[18480] train loss: 0.23570333793759346, metric: 11.762149572372437, lr: 0.0005354906315915287
[18500] train loss: -0.14533278346061707, metric: 9.916027069091797, lr: 0.0005039466777816415
[18520] train loss: 0.3105524852871895, metric: 13.283246278762817, lr: 0.0004723869787994772
[18540] train loss: 0.6128254495561123, metric: 11.071027994155884, lr: 0.0004409373505041003
[18560] train loss: 4.20966312661767, metric: 15.783206462860107, lr: 0.0004097231721971184
[18580] train loss: 0.20057475939393044, metric: 13.912630319595337, lr: 0.000378868862753734
[18600] train loss: 0.11415417864918709, metric: 11.52394711971283, lr: 0.00034849741496145725
[18620] train loss: 0.43713659793138504, metric: 12.97058093547821, lr: 0.0003187299007549882
[18640] train loss: 0.27236457914114, metric: 11.84801971912384, lr: 0.0002896849764510989
[18660] train loss: 0.1698676124215126, metric: 8.937846183776855, lr: 0.0002614784170873463
[18680] train loss: 1.561367467045784, metric: 9.460428714752197, lr: 0.00023422270896844566
[18700] train loss: 3.1229558549821377, metric: 14.098207235336304, lr: 0.00020802643848583102
[18720] train loss: 1.7799455560743809, metric: 19.16751790046692, lr: 0.00018299407383892685
[18740] train loss: 0.701507218182087, metric: 17.69703769683838, lr: 0.00015922538295853883
[18760] train loss: 0.2176591157913208, metric: 10.5446457862854, lr: 0.00013681512791663408
[18780] train loss: 0.3856539651751518, metric: 14.900449991226196, lr: 0.00011585262109292671
[18800] train loss: 0.4060802273452282, metric: 16.516817331314087, lr: 9.999999747378752e-05
[18820] train loss: 0.21391689777374268, metric: 12.246336698532104, lr: 9.999999747378752e-05
[18840] train loss: 0.18041004985570908, metric: 10.059557557106018, lr: 9.999999747378752e-05
[18860] train loss: 0.9666263721883297, metric: 12.14989447593689, lr: 9.999999747378752e-05
[18880] train loss: 0.2801581025123596, metric: 11.1416996717453, lr: 9.999999747378752e-05
[18900] train loss: 0.12974128127098083, metric: 12.662316679954529, lr: 9.999999747378752e-05
[18920] train loss: 0.8176043145358562, metric: 9.949975371360779, lr: 9.999999747378752e-05
[18940] train loss: 3.3517587818205357, metric: 19.404507637023926, lr: 9.999999747378752e-05
[18960] train loss: 0.31234073266386986, metric: 11.595928192138672, lr: 9.999999747378752e-05
[18980] train loss: -0.15716223418712616, metric: 9.644461393356323, lr: 9.999999747378752e-05
[19000] train loss: -0.17578701674938202, metric: 9.78361439704895, lr: 9.999999747378752e-05
[19020] train loss: -0.1606338806450367, metric: 8.086687564849854, lr: 0.0009994393913075328
[19040] train loss: -0.3224293291568756, metric: 7.037061452865601, lr: 0.0009969500824809074
[19060] train loss: -0.2385241612792015, metric: 7.25632631778717, lr: 0.000992479850538075
[19080] train loss: -0.16305583715438843, metric: 8.12935757637024, lr: 0.000986046390607953
[19100] train loss: -0.2721671350300312, metric: 8.301784992218018, lr: 0.0009776754304766655
[19120] train loss: -0.34271297603845596, metric: 8.706076502799988, lr: 0.0009674003813415766
[19140] train loss: -0.3627701848745346, metric: 8.302489995956421, lr: 0.0009552621049806476
[19160] train loss: -0.37186481058597565, metric: 6.427710652351379, lr: 0.0009413089719600976
[19180] train loss: -0.3549351841211319, metric: 6.581923007965088, lr: 0.0009255966870114207
[19200] train loss: -0.32850077003240585, metric: 5.420159101486206, lr: 0.00090818788157776
[19220] train loss: -0.3261922597885132, metric: 5.200532793998718, lr: 0.0008891518809832633
[19240] train loss: -0.33194533735513687, metric: 5.5604939460754395, lr: 0.0008685645880177617
[19260] train loss: -0.3174104765057564, metric: 6.556769371032715, lr: 0.0008465081336908042
[19280] train loss: -0.269491046667099, metric: 7.21185302734375, lr: 0.0008230703533627093
[19300] train loss: -0.2987513802945614, metric: 8.162418723106384, lr: 0.0007983447285369039
[19320] train loss: -0.3849895969033241, metric: 5.405540347099304, lr: 0.0007724298629909754
[19340] train loss: -0.34123142808675766, metric: 4.157049119472504, lr: 0.0007454289589077234
[19360] train loss: -0.3686106577515602, metric: 5.366193890571594, lr: 0.0007174497004598379
[19380] train loss: -0.3782438859343529, metric: 4.065216302871704, lr: 0.00068860367173329
[19400] train loss: -0.3437519557774067, metric: 5.3047856092453, lr: 0.0006590057746507227
[19420] train loss: -0.26797686517238617, metric: 5.167775630950928, lr: 0.0006287740543484688
[19440] train loss: -0.3557480126619339, metric: 4.7044379115104675, lr: 0.000598029000684619
[19460] train loss: 3.0674680173397064, metric: 20.586315631866455, lr: 0.0005668931407853961
[19480] train loss: 0.26836803182959557, metric: 12.45305848121643, lr: 0.0005354906315915287
[19500] train loss: 0.12009790539741516, metric: 11.979755640029907, lr: 0.0005039466777816415
[19520] train loss: 0.44115932658314705, metric: 15.839498043060303, lr: 0.0004723869787994772
[19540] train loss: 0.27835671976208687, metric: 13.421063661575317, lr: 0.0004409373505041003
[19560] train loss: 0.20433418080210686, metric: 12.694578647613525, lr: 0.0004097231721971184
[19580] train loss: 0.21655698865652084, metric: 11.19074821472168, lr: 0.000378868862753734
[19600] train loss: 0.007894273847341537, metric: 9.609247922897339, lr: 0.00034849741496145725
[19620] train loss: -0.15744119137525558, metric: 10.13843297958374, lr: 0.0003187299007549882
[19640] train loss: -0.11912976577877998, metric: 11.918752670288086, lr: 0.0002896849764510989
[19660] train loss: -0.1452012099325657, metric: 9.687613487243652, lr: 0.0002614784170873463
[19680] train loss: -0.1366422064602375, metric: 9.769969940185547, lr: 0.00023422270896844566
[19700] train loss: -0.16384121030569077, metric: 9.126120686531067, lr: 0.00020802643848583102
[19720] train loss: 0.12783517688512802, metric: 11.05130934715271, lr: 0.00018299407383892685
[19740] train loss: -0.0879063680768013, metric: 9.225576400756836, lr: 0.00015922538295853883
[19760] train loss: -0.07864146679639816, metric: 10.91320264339447, lr: 0.00013681512791663408
[19780] train loss: 0.09505258500576019, metric: 12.26038122177124, lr: 0.00011585262109292671
[19800] train loss: -0.0723913200199604, metric: 11.91401743888855, lr: 9.999999747378752e-05
[19820] train loss: -0.03563620522618294, metric: 14.536306381225586, lr: 9.999999747378752e-05
[19840] train loss: -0.1431366316974163, metric: 10.655435681343079, lr: 9.999999747378752e-05
[19860] train loss: -0.010084917768836021, metric: 11.640120029449463, lr: 9.999999747378752e-05
[19880] train loss: -0.11243332549929619, metric: 13.208854675292969, lr: 9.999999747378752e-05
[19900] train loss: -0.20771270990371704, metric: 11.764068841934204, lr: 9.999999747378752e-05
[19920] train loss: -0.2703961879014969, metric: 8.153907418251038, lr: 9.999999747378752e-05
[19940] train loss: -0.20925266668200493, metric: 9.157569885253906, lr: 9.999999747378752e-05
[19960] train loss: -0.23412533104419708, metric: 12.705628871917725, lr: 9.999999747378752e-05
[19980] train loss: 1.5991185903549194, metric: 16.742985725402832, lr: 9.999999747378752e-05
[20000] train loss: 1.4182262420654297, metric: 14.713919639587402, lr: 9.999999747378752e-05
[20020] train loss: 0.19062182307243347, metric: 9.327208757400513, lr: 0.0009994393913075328
[20040] train loss: 0.06900811567902565, metric: 12.753452777862549, lr: 0.0009969500824809074
[20060] train loss: 0.07241469994187355, metric: 9.78497326374054, lr: 0.000992479850538075
[20080] train loss: 0.12612176686525345, metric: 10.385322093963623, lr: 0.000986046390607953
[20100] train loss: 0.20834066346287727, metric: 8.818834066390991, lr: 0.0009776754304766655
[20120] train loss: -0.004975065588951111, metric: 9.282513499259949, lr: 0.0009674003813415766
[20140] train loss: -0.06793628633022308, metric: 9.917734861373901, lr: 0.0009552621049806476
[20160] train loss: -0.1729845106601715, metric: 6.5509278774261475, lr: 0.0009413089719600976
[20180] train loss: -0.19080370664596558, metric: 6.200585842132568, lr: 0.0009255966870114207
[20200] train loss: -0.10504584014415741, metric: 6.813129425048828, lr: 0.00090818788157776
[20220] train loss: 0.19867517799139023, metric: 12.437602639198303, lr: 0.0008891518809832633
[20240] train loss: -0.15714780241250992, metric: 11.51946496963501, lr: 0.0008685645880177617
[20260] train loss: -0.20491039752960205, metric: 6.761032938957214, lr: 0.0008465081336908042
[20280] train loss: -0.2664783336222172, metric: 8.014119386672974, lr: 0.0008230703533627093
[20300] train loss: -0.16714366897940636, metric: 7.076831579208374, lr: 0.0007983447285369039
[20320] train loss: -0.18733469396829605, metric: 6.946656584739685, lr: 0.0007724298629909754
[20340] train loss: -0.11207959055900574, metric: 8.917544960975647, lr: 0.0007454289589077234
[20360] train loss: -0.16229010000824928, metric: 9.873157858848572, lr: 0.0007174497004598379
[20380] train loss: -0.17727994918823242, metric: 7.001910924911499, lr: 0.00068860367173329
[20400] train loss: 0.021734051406383514, metric: 8.287301421165466, lr: 0.0006590057746507227
[20420] train loss: -0.19378985092043877, metric: 7.858311891555786, lr: 0.0006287740543484688
[20440] train loss: 0.8174332976341248, metric: 11.19996201992035, lr: 0.000598029000684619
[20460] train loss: 0.7292093671858311, metric: 9.494012475013733, lr: 0.0005668931407853961
[20480] train loss: -0.09902859106659889, metric: 7.686583876609802, lr: 0.0005354906315915287
[20500] train loss: 0.4097730182111263, metric: 17.53572702407837, lr: 0.0005039466777816415
[20520] train loss: 0.7089029811322689, metric: 14.517445802688599, lr: 0.0004723869787994772
[20540] train loss: 0.27172114700078964, metric: 13.973445177078247, lr: 0.0004409373505041003
[20560] train loss: 0.9124855138361454, metric: 16.026419401168823, lr: 0.0004097231721971184
[20580] train loss: 2.189062003046274, metric: 18.472060441970825, lr: 0.000378868862753734
[20600] train loss: 0.9304041899740696, metric: 13.160430669784546, lr: 0.00034849741496145725
[20620] train loss: 1.8227843716740608, metric: 15.96151852607727, lr: 0.0003187299007549882
[20640] train loss: 0.737576074898243, metric: 13.31070327758789, lr: 0.0002896849764510989
[20660] train loss: 0.18423602357506752, metric: 9.956170916557312, lr: 0.0002614784170873463
[20680] train loss: 0.7912575341761112, metric: 13.789391279220581, lr: 0.00023422270896844566
[20700] train loss: 2.593497361987829, metric: 15.647277116775513, lr: 0.00020802643848583102
[20720] train loss: 2.4169097542762756, metric: 15.464545965194702, lr: 0.00018299407383892685
[20740] train loss: 2.548339657485485, metric: 15.826629638671875, lr: 0.00015922538295853883
[20760] train loss: 4.100173991173506, metric: 22.173033237457275, lr: 0.00013681512791663408
[20780] train loss: 2.9447945058345795, metric: 32.673694133758545, lr: 0.00011585262109292671
[20800] train loss: 2.6183246970176697, metric: 24.753538370132446, lr: 9.999999747378752e-05
[20820] train loss: 1.460004448890686, metric: 13.501814842224121, lr: 9.999999747378752e-05
[20840] train loss: 1.2546853721141815, metric: 19.62684154510498, lr: 9.999999747378752e-05
[20860] train loss: 1.2076551243662834, metric: 14.84254002571106, lr: 9.999999747378752e-05
[20880] train loss: 1.8298787325620651, metric: 13.303544282913208, lr: 9.999999747378752e-05
[20900] train loss: 0.7492090463638306, metric: 13.326101779937744, lr: 9.999999747378752e-05
[20920] train loss: 0.3961068280041218, metric: 13.095821380615234, lr: 9.999999747378752e-05
[20940] train loss: 0.6406792253255844, metric: 13.836082935333252, lr: 9.999999747378752e-05
[20960] train loss: 3.506536543369293, metric: 14.797245025634766, lr: 9.999999747378752e-05
[20980] train loss: 1.035953152924776, metric: 12.912353992462158, lr: 9.999999747378752e-05
[21000] train loss: 10.128861464560032, metric: 21.90826964378357, lr: 9.999999747378752e-05
[21020] train loss: 1.1394534073770046, metric: 23.241917610168457, lr: 0.0009994393913075328
[21040] train loss: 0.39095087349414825, metric: 12.039591312408447, lr: 0.0009969500824809074
[21060] train loss: -0.024870142340660095, metric: 9.944868087768555, lr: 0.000992479850538075
[21080] train loss: 0.05734493210911751, metric: 8.180440902709961, lr: 0.000986046390607953
[21100] train loss: 0.027621831744909286, metric: 9.56445050239563, lr: 0.0009776754304766655
[21120] train loss: -0.20234007015824318, metric: 8.395387768745422, lr: 0.0009674003813415766
[21140] train loss: 0.4865124598145485, metric: 9.107128143310547, lr: 0.0009552621049806476
[21160] train loss: 0.12933547049760818, metric: 9.242544651031494, lr: 0.0009413089719600976
[21180] train loss: 0.34685802459716797, metric: 16.2708101272583, lr: 0.0009255966870114207
[21200] train loss: 0.03641989454627037, metric: 15.410521745681763, lr: 0.00090818788157776
[21220] train loss: 1.3071716949343681, metric: 15.342711210250854, lr: 0.0008891518809832633
[21240] train loss: 0.39197270572185516, metric: 11.069056510925293, lr: 0.0008685645880177617
[21260] train loss: 4.190946348011494, metric: 18.784354209899902, lr: 0.0008465081336908042
[21280] train loss: 2.2029802054166794, metric: 18.677623987197876, lr: 0.0008230703533627093
[21300] train loss: 0.527874406427145, metric: 13.310428142547607, lr: 0.0007983447285369039
[21320] train loss: 0.6399548538029194, metric: 10.682076454162598, lr: 0.0007724298629909754
[21340] train loss: 0.4672727696597576, metric: 10.55312442779541, lr: 0.0007454289589077234
[21360] train loss: 1.379414651542902, metric: 10.491541147232056, lr: 0.0007174497004598379
[21380] train loss: 0.6051158159971237, metric: 10.878645420074463, lr: 0.00068860367173329
[21400] train loss: 0.8762441426515579, metric: 10.810378789901733, lr: 0.0006590057746507227
[21420] train loss: 0.1664692498743534, metric: 10.164511799812317, lr: 0.0006287740543484688
[21440] train loss: -0.12844356521964073, metric: 8.702932357788086, lr: 0.000598029000684619
[21460] train loss: 0.6782138869166374, metric: 11.9032222032547, lr: 0.0005668931407853961
[21480] train loss: 0.4441083110868931, metric: 11.634698867797852, lr: 0.0005354906315915287
[21500] train loss: 0.8708947338163853, metric: 13.793944239616394, lr: 0.0005039466777816415
[21520] train loss: 1.9593706093728542, metric: 12.612337589263916, lr: 0.0004723869787994772
[21540] train loss: 1.2868822775781155, metric: 21.192114114761353, lr: 0.0004409373505041003
